gene_id	RCC_115	RCC_90	RCC_41	RCC_73	RCC_105	PD_007T	PD_011T	PD_012T	PD_018T	PD_019T	PD_020T	PD_022T	PD_024T	PD_026T	RCC_14	RCC_93	RCC_96	RCC_102	RCC_117	RCC_106	RCC_18	RCC_21	RCC_50	RCC_27	PD_005T	PD_010T	PD_013T	PD_014T	PD_015T	PD_021T	PD_023T	PD_025T	RCC_99
BBS5	6.98	0.43	2.15	1.29	5.54	8.96	4.7	4.62	6.33	1.77	1.53	2.06	4.61	5.55	1.89	3.75	6.44	1.65	3.57	6.28	1.35	4.28	1.5	14.48	1.93	1.15	4.48	1.7	5.31	6.68	3.53	4.33	1.62
BIRC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCAD1	6.94	5.63	8.11	6.75	8.1	30	31.46	19.09	30.16	15.09	17.82	16.86	31.5	26.82	2.61	8.58	10.19	1.58	4.6	14.95	2.99	10.99	4.37	17.23	19.04	10.04	14.84	18.96	23.56	38.36	17.78	19.43	3.36
HPGDS	2.83	8.18	0	0	3.71	0.61	1.15	0.73	0.86	0.99	0.06	0.53	0.99	0.19	1.23	3.15	3.68	4.91	2.27	18.26	0.81	5.94	1.96	1.79	1.63	0.16	1.44	0.19	1.23	1.21	1.7	0.91	2.93
PDLIM5	16.87	8.36	27.13	32.46	20.14	95.49	103.22	80.7	102.14	84.41	41.35	89.19	98.49	89.16	12.2	26.93	37.03	13.32	11.88	45.41	17.05	6.02	8.96	38.73	67.94	34.34	106.46	76.19	87.9	131.51	88.79	113.51	39.27
PDHA2	0	0	0	0	0	0	0	0.03	0.03	0	0.01	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.04	0.07	0.09	0	0	0.15	0.03	0
STPG2	0	0.19	0	0	0.58	0.38	0.91	0.31	1.05	0.48	0.33	0.37	0.4	0.65	0.09	0	0	0	0	0	0	0	0	0	0.4	0.17	0.22	0.6	0.43	1.33	0.76	0.23	0
NEURL3	5.79	0.71	7.26	0	1.45	0.18	0.06	0.33	0.04	0	0.07	0.1	0.84	0.36	3.61	1.12	5.46	6.43	14.94	0.65	0.34	1.72	10.36	5.49	0.33	0.91	0.15	0.25	0.03	1.12	0.02	0.07	0
RPRD2	13.21	0.57	9.8	6.52	6.76	30.11	36.64	24.09	26.86	21.06	14.47	28.51	63.28	36.53	5.23	6.87	15.38	3.6	5.12	8.7	2.24	10.12	5.34	9.65	24.17	16.6	16.4	28.43	21.15	60.84	23.9	24.96	3.39
ANKRD23	1.4	0	0.19	10.21	0	6.41	2.3	1.3	1.66	1.57	0.89	0.96	5.36	2.46	0	1.75	3.34	3.88	2.04	2.14	0	1.07	0.02	0	0.44	2.27	1.1	2.77	1.55	3.46	1.8	2.44	0.63
CTSS	132.27	119.55	539.52	52.04	49.18	52.89	106.8	74.33	84.97	34.78	143.92	41.36	135.79	20.25	206.39	459.06	110.57	30.5	115.58	183.03	63.45	141.73	238.36	218.96	61.52	21.73	67.56	44.66	36.95	75.86	63.4	109.88	85.07
MSX1	2.39	0	0	2.48	1.2	0.64	0.1	0.18	0.29	0.05	0.04	0.14	0	0.79	0.2	2.17	2.55	5.49	1.23	3.86	0	1.14	0.96	1.45	0.4	0.1	0.47	0.75	0.86	0.19	0.28	0.1	0
PACRGL	7.83	7.23	6.47	5.61	5.91	9.19	18.46	13.6	11.71	9.37	5.04	4.15	16.79	17.81	2.63	3.37	12.35	2.26	5.35	11.31	1.28	12.94	1.49	10.57	13.51	8.69	8.16	10.23	16.49	20.93	11.24	11.88	5.72
BNIPL	0.71	0.42	0	0	0	0.57	1.58	0.24	0.89	0.18	0.34	0.02	0.24	2.18	0	0	0	1.7	0	0	0.41	0	0	0	1.16	0.16	0.02	0.19	0.56	0.36	0.26	0.18	0.41
C1QTNF7	0.64	0	0.4	0.74	0.09	1.97	1.74	0.85	3.06	0.71	0.25	2.21	0.81	0.73	0	0.7	0.76	0.26	0	2.77	0.28	0.22	0.43	4.62	1.26	1.34	0.43	1.4	1.01	5.39	1.89	2.68	0
TNFAIP8L2	12.56	15.16	16.01	8.04	10.78	0.24	1.84	0.66	1.07	0.76	1.29	0.74	4.77	0.98	15.13	20.83	10.2	18.14	47.15	11.41	3.75	14.4	20.72	16.54	1.13	0.55	0.77	1.35	0.45	0.67	1.34	2.68	5.32
LYSMD1	10.52	1.9	2.76	3.74	2.71	2.18	1.89	1.53	1.62	2.44	0.66	1.26	1.63	1.58	1.97	6.83	11.39	3.98	3.94	7.06	1.82	4.22	3.86	7.63	0.76	1.17	0.98	1.59	1.2	2.31	1.33	1.06	5.88
SCNM1	33.36	49.15	23.67	41.83	22.17	29.24	38.49	29.56	33.43	22.77	16.12	28.58	51.63	36.85	30	34.17	56.96	40.36	66.43	32.22	5.98	32.52	39.47	28.8	25.43	20.22	21	28.41	21.72	51.49	35.73	32.21	23.68
TMOD4	0	1.63	0	21.05	0	0.02	0.5	0.11	0.2	0.29	0.13	0	0	0.57	1.49	0	0.42	2.96	0	2.05	0	0	0	0	0.04	0.09	0.04	0	0.02	0.03	0.2	0	0
VPS72	53.18	27.46	16.15	38.62	28.9	13.82	9.16	8.39	7.61	11.47	4.38	9.55	13.15	15.58	13.33	28.96	33.63	24.21	40.33	37.48	12.23	53.8	30.68	50.27	7.36	7.04	5.61	7.19	8.98	17.53	7.99	8.41	31.28
ERCC3	28.05	7.42	16.22	14.7	16.45	20.29	22.65	15.97	16.31	17.46	11.44	13.17	26.51	27.78	10.36	17.47	39.13	13.26	26.53	36.82	9.51	27.89	13.68	14.99	5.97	5.46	12.15	18.15	14.55	22.82	21.01	13.02	21.47
RNF149	36.75	23.38	58.74	43.94	36.37	28.01	51.39	22.46	41.41	21	16.4	20.79	41.56	14.93	43.51	36.92	32.68	49.53	40.87	53.86	11.7	54.48	28.14	29.15	19.07	20.5	30.91	35.83	29.08	35.68	33.26	36.22	20.02
IWS1	29.38	1.95	13.61	12.47	10.65	13.08	13.97	16.06	13.78	13.01	10.51	12.02	17.91	21.42	7.36	20.16	29.97	6.27	20.96	24.38	5.28	17.84	7.73	31.34	6.61	3.86	10.82	10.23	10.13	22.35	11.35	12.02	14.1
BOLA3	42.26	191.73	32.64	89.54	78.26	17.12	11.87	29.67	27.74	18.96	9.36	14.32	6.75	22.05	39.87	56.77	65.72	48.58	45.34	75.22	19.15	58.26	64.48	61.05	38.43	5.36	12.5	6.92	10.3	34.87	8.09	12.12	167.65
CDC42EP3	11.74	1.13	6.8	9.75	2.04	5.04	4.91	3.66	2.77	4.53	1.68	5.51	4.45	2.04	4.23	20.47	9.06	1.96	1.87	10.03	1.26	8.45	3.43	10.17	2.27	1.15	3.06	6.15	4.3	3.47	2.94	5.82	5.41
S100A11	1205.48	909.44	1212.27	1055.91	1963.63	313.27	209.49	180.74	227.34	232.62	90.91	188.48	240.29	107.19	1594.32	3113.06	1342.32	936.92	1523.57	736.81	240.59	2694.26	1916.83	1417.76	329.94	85.91	175.8	113.28	109.3	250.68	119.99	192.34	1277.59
LCE3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IVL	0	0	0	0	0	0	0	0	0.64	0.01	0	0	0	0	0	141.14	0	0	0	0	0	0	0	0	0.24	0.06	0.01	0.07	0.06	0	0.61	1.53	0
SPRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0
DHX57	8.83	1.89	6.83	9.49	4.64	14.67	14.29	13.86	12.05	10.86	5.56	9.34	13.64	9.3	5.13	6.09	10.66	8.58	9.08	23.25	2.98	13.62	7.68	9.62	8.08	6.99	6.96	10.7	10.11	21.61	7.19	7.39	2.72
SPRR2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP10	0	0	0	0	0	0	0	0	0.05	0.03	0.04	0	0	0	0	0	0	0	0	0	1.98	0	0	0	0	0.1	0	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0	0.02	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.78	0	0	0.02	0.03	0	0	0	0	0.2
ARHGAP25	15.68	2.84	23.16	5.53	4.59	8.53	19.09	9.06	11.75	5.52	19.3	7.59	49.12	4.07	23.5	22.12	10.04	9.27	19.77	17.74	2.46	13.34	14.87	22.62	7.45	6.8	9.52	18.67	8.47	18.38	10.86	19.88	7.13
S100A9	421.14	1692.34	26.36	54.16	178.88	6.3	5.56	17.55	5.83	12.51	17.99	2.6	21.36	2.56	1443.43	278.21	25.65	276.37	39.88	80.78	8.3	129.12	23.26	191.2	5.92	2.67	13.86	3.99	5.33	5.18	5.47	23.16	958.33
S100A12	24.55	39.21	0	4.39	9.14	1.45	0.41	0.99	0	0.77	0.35	0	0.24	0.05	81.03	9.29	0	11.79	0	0	0	2.21	0	0	0.1	0.04	0.78	0	1.26	0.54	0	0.06	55.85
TGFA	9.72	2.98	18.17	21.16	4.51	2.71	10.48	3.02	5.24	50.83	0.13	20.34	1.65	0.18	15.98	29.95	40.99	13.78	9.7	44.58	2.86	62.69	14.62	39.12	11.19	4.56	9.38	3.56	6.15	6.19	2.99	2.15	12.16
TDRD10	9.46	0	0	1.48	0	1.02	1.41	0.41	0.2	0.28	0.1	0.94	0.74	0.52	0.71	2.98	0.8	1.7	0.25	0.95	1.72	0	0.36	0	0.01	0.24	0.83	1.16	0.99	0.64	0.59	0.6	0
CCNYL1	13.13	1.35	14.03	6.48	5.62	2.62	9.34	6.64	2.71	3.05	4.04	6.59	6.41	6.8	4.01	12.41	18.98	4.39	4.95	16.66	4.87	8.23	7	14.25	4.69	1.55	4.46	4.66	7.62	8.65	4.62	9.54	4.79
FZD5	2.02	0	7.22	0.56	2.7	0.28	0.77	0.72	0.76	0.07	0.2	0.4	0.2	0.25	2.03	2.94	5.4	2.22	1.02	1.73	3.97	2.24	0.99	9	0.28	0.2	0.27	0.61	0.88	0.65	0.11	0.79	1.76
CRYGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF16	5.35	0.61	3.6	4.68	4.12	9.14	8.32	3.77	7.87	3.19	3.08	3.85	10.77	13.89	2.35	2.5	10.6	3.17	3.21	11.09	2.75	6.89	4.14	6.38	3.02	3.74	3.2	5.97	5.3	12.27	4.89	4.82	3.46
C1orf189	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.15	0	0
NPPC	0	0	0	10.71	0.53	0	0	0	0.06	0.08	0	0	0.49	0	0	0	0	0	0	0	0	0	2.91	0	0.31	0	0	0	0	0	0	0	0
GNPDA2	10.93	7.73	5.89	10.12	9.28	2.39	4.18	1.93	1.91	3.05	0.55	2.83	3.27	2.55	1.91	8.19	13.67	4.71	3.77	18.99	2.06	12.71	10.03	13.71	2.96	1.64	1.02	1.46	1.83	4.21	1.46	1.98	1.84
ALPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0
GABRG1	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.03	0.05	0.27	0	0	0	0.11	0	0	0	0	0.01	0.02	0	0.03	0.05	0.04	0	0	0
ALPPL2	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRB1	0	0	0.35	0	0	0	0.63	0.07	4.18	0.39	0.05	0	0.21	0.01	0	0	0	2.18	0	0	0.93	0.25	0	0	0.08	0.05	0.11	0.59	0	0.75	0	0	0
PAQR3	3.82	2.7	3.58	3.29	4.78	3.2	5.41	6.06	3.11	4.1	2.59	3.56	6.53	4.54	3.11	7.94	10.22	1.83	4.87	14.91	1.95	10.63	2.74	12.02	6.74	1.11	3.28	2.96	3.23	6.17	2.33	6.56	1.36
NIPAL1	2.48	0	0.25	0	0.55	2.55	1.24	0.16	1.04	1.23	0.25	0.05	2.49	1.31	1.02	0	0	0.15	0	0.97	2.65	0.19	0.42	0	0.28	0.3	1.64	0.31	1.07	0.82	0.34	0.4	0.56
ALPI	0	0	0.74	0	0	0.01	0.79	0.03	2.56	0.02	0	0.92	0	0	0	0	42.73	0.32	1.21	0.31	0	0	0	0	0.24	0	0.02	0.08	0.3	0.77	0	0	0
ANTXR2	9.33	0.5	20.96	10.09	7.83	9.44	7.78	4.42	4.49	5.97	2.7	7.28	6.57	2.02	7.43	24.35	15.96	5.23	9.26	16.86	8.02	17.87	9.35	27.3	4.12	2.29	5.08	5.58	4.31	6.57	4.27	6.9	2.55
HELQ	2.27	9.1	6.12	3.84	5.17	4.97	5.73	3.92	6.75	2.75	3.96	4.13	6.21	9.14	0.99	13.83	10.54	3.31	2.51	15.71	0.66	7.01	6.15	15.8	3.2	1.58	2.18	3.24	2.81	5.18	4.14	3.06	4.42
MRPS18C	60.8	51.8	46.79	68.52	39.27	33.31	34.37	38.47	33.35	17.5	22.73	36.83	29.94	48.14	27.12	57.45	46.29	36.18	43.28	42.55	37.89	69.21	51.94	86.45	30.27	10.09	20.79	17	21.07	60.28	23.23	31.72	28.82
CGGBP1	22.8	5.84	30.75	20.88	14.52	4.74	6.39	7.09	3.72	1.93	3.33	7.03	5.94	16.18	8.61	23.24	36.14	10.58	13.66	38.35	8.36	18.76	14.11	32.72	5.04	2	3.93	5.14	3.32	10.05	4.1	6.77	21.49
FAM175A	7.49	3.42	5.65	4.32	2.51	4.43	4.18	1.84	3.06	6.56	0.86	5.91	3.18	5.39	1.68	2.17	11.04	0.37	2.6	14.51	3	7.8	5.73	5.16	2.47	2.22	1.13	2.22	2.21	6.08	3.78	2.3	7.09
GPR155	5.56	1.48	6.88	0.56	0.67	2.28	4.95	2.68	4.55	1.68	3.36	1.62	5.92	2.07	1.01	6.5	29.68	0.45	2.51	36.03	1.12	1.56	1.9	2.01	4.79	1	2.83	2.69	4.21	4.07	5.27	4.58	0.88
DAPL1	2.08	10.69	0	0	0	4.63	1.03	0.45	0.09	0	0.02	56.77	1.07	14.44	0	18.42	0	0	5.96	0	1.53	0	0	0	0.4	0	0.27	0	0.26	0.73	0.16	0.37	0
PMVK	86.22	23.55	46.77	62.36	51.08	10.31	7.66	7.28	7.88	9.18	6.32	8.8	7.47	10.9	36.16	40.89	76.46	126.85	90.15	37.81	37.59	59.68	55.81	50.47	13.92	6.8	5.43	8.15	7.7	16.72	6.65	5.88	86.28
PBXIP1	108.23	5.65	65.22	47.85	135.05	14.08	24.24	16.2	14.87	17.82	6.76	18.69	36.54	23.45	31.12	55.15	103.06	106.9	105.29	87.74	17.71	97.95	46.62	126.33	18.33	9.95	10.55	20.87	15.13	40.07	16.95	10.08	8.7
CLDN1	39.62	48.06	29.87	0.64	60.79	0.37	11.88	3.89	1.4	18.84	28.65	1.18	21.1	4.08	7.83	12.67	4.01	19.51	35.56	4.81	53.63	26	4.48	12.11	12.14	11.36	12.49	8.12	8.5	20.73	3.26	3.03	9.1
PYGO2	22.26	2.73	8.61	11.12	9.39	1.15	0.75	0.41	0.33	0.74	0.41	0.78	1.28	0.94	7.92	11.05	17.15	14.27	17.92	13.94	3.54	17.96	9.45	12.47	0.44	0.33	0.23	0.71	0.3	0.55	0.53	0.68	5.09
HIPK1	13.11	0.66	16.67	9.23	7.02	43.81	47.18	24.23	22.94	19.59	18.24	29.2	49.5	44.23	8.27	11.3	14.75	3.72	13.14	20.84	2.69	10.07	5.13	16.66	26.32	15.41	36.22	37.86	31.96	52.58	27.06	31.15	4.85
LENEP	2.06	0	0	0	0	0.1	0	0.18	0.22	0.16	0.05	0.1	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0
DCST2	0.83	0	0	0	0	3.33	0.41	0.97	0.38	1.01	0.6	2.36	4.92	0.2	0	0	0.69	0.2	0.57	3.59	0	0	0	0	0.32	0.85	0.54	1.95	0.36	1.45	0.59	0.18	0.4
DCST1	0	0	0	0	0	0.05	0.21	0.07	0.06	0.21	0.06	0	0.05	0.03	0	0	0	0	0	0	0	0.29	0	0	0	0.11	0.06	0.11	0.19	0.17	0.19	0.03	0
COL6A3	50.6	0.4	8.82	55.08	5.57	85.62	36.54	15.46	13	75.05	17.68	45.96	13.41	5.18	2.75	161.97	126.91	22.23	2.69	119.33	3.2	24.37	10.8	222.93	7.33	5.83	82.19	54.83	29.29	10.13	89.32	33.56	0.14
C1orf106	21.98	4.44	5.74	0.13	9.94	1.41	11.61	1.32	10.82	7	4.08	5.87	15.5	1.01	13.71	5.48	11.96	26.51	8.27	2.7	0	0.5	10.58	5.61	3.9	1.92	3.49	7.63	6.15	2.21	2.26	1.56	12.24
YY1AP1	41.79	4.2	17.74	25.59	13.82	79.31	75.64	56.11	53.4	35.04	34.62	54.12	90.93	55.37	12.28	22.37	37.89	29.81	40.13	29.86	11.97	34.36	18.28	43.39	31.59	36.93	35.42	61.28	51.44	85.62	52.84	48.81	11.61
KBTBD8	1.23	0.47	3.51	0.77	1.02	0.8	3.6	3.97	2.07	1.47	4.22	1.65	5.91	0.74	1.96	2.61	2.23	0	0.58	6.78	0	1.57	1.21	3.65	2.05	0.94	2.08	2.43	0.79	1.44	1.64	1.25	0.72
FAM19A4	0	0	0	0	0	0	0	0.04	0	0	0.06	0	0	0	0	0	0.29	0	1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOGT	4.27	1.95	7.02	6	1.78	9.77	4.92	16.01	4.82	6.07	2.35	7.29	5.62	5.97	5.77	10.96	8.55	4.5	7.99	12.5	4.33	4.59	6.29	15.76	5.36	2.37	7.78	6.9	6.74	6.18	8.13	5.97	7.81
LMOD3	0	0.34	0	4.02	0	0	0.02	0.05	0.04	0.03	0.03	0.06	0.04	0	0.17	0	0.3	1.56	0	0	0	0	0	0.61	0	0.05	0.07	0.07	0.03	0.01	0.1	0	0
APOA1BP	93.73	185.33	53.24	68.31	80.11	20.83	22.32	29.18	45.56	99.86	23.06	37.04	36.55	43.95	53.7	68.88	60.01	92.8	91.3	41.3	29.97	91.32	126.35	48.23	39.19	10.72	17.75	18.39	31.56	48.01	16.87	24.48	92.98
POGLUT1	5.18	3.29	8.97	10.27	5.96	14.06	11.08	16.36	10.68	7.04	5.24	9.47	11.3	9.14	4.83	20.04	13.84	4.48	7.49	8.91	1.89	10.92	8.48	10.97	15.04	2.71	8.37	12.56	14.58	13.77	10.62	10.13	3.18
SLC22A15	1.77	0.23	0.94	0.23	0.43	2.16	4.34	8.81	1.56	4.04	2.46	1.08	3.26	13.47	1.02	0.67	0.39	0.25	0.91	0.78	0.39	0.58	0.24	1.25	5.18	5.43	1.31	2.87	1.26	1.99	1.72	7.85	0.8
CCKAR	0	0	0	0	0	3.51	0	0	0	0	0	0	0.16	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0
IGFN1	34.04	0.54	0	23.29	1.05	0.17	0.65	123.07	0.5	12.51	43.17	16.18	2.29	0.04	0.03	0	0.77	0.5	0.42	0.26	0	7.15	0.75	0.46	2.49	0.1	0.21	0.32	3.45	21.31	0.06	28.16	0
ATP1A1	165.33	26.84	152.88	121.71	213.79	202.81	225.54	214.25	246.23	151.92	99.13	322.48	324.57	1174.39	129.5	213.44	126.7	137.45	182.32	136.61	72.53	164.3	141.24	122.48	513.87	238.9	182.24	255.6	287.93	346.09	202.3	283.01	303.01
SLC15A2	4.32	0.48	0.08	7.53	1.81	4.92	4.55	1.51	4.2	2.46	6.3	1.62	6.02	3.96	0.06	0	4.71	1.03	1.48	2.79	1.8	0.17	0	0.44	2.35	3.3	1.73	2.51	4.85	4.7	5.39	5.65	0.13
EIF4E3	8.74	1.68	29.3	2.35	5.58	8.43	17.07	17.53	15.44	6.98	9.38	16.78	18.5	5.64	5.43	9.65	9.48	4.57	7.09	7.32	2.45	5.42	7.32	8.69	12.92	9.01	5.16	15.69	9.99	23.93	9.42	6.66	2.79
PROK2	0.67	0.41	0	0	0	0	0	0.2	0.02	0.07	0.1	0	0.18	0	5.76	0.85	0	0	0.87	0	0	0	0	0.96	0.02	0	0.51	0	0.05	0	0	0.03	3.53
C3orf30	0	0	0	0	0	0.16	0.15	0.21	0.6	0.2	0.27	0.13	0.22	0.02	0	0	0	0	0	0	0	0	0	0	0.18	0.07	0.01	0.39	0.44	2.74	0.02	0.02	0
LRRC58	6.75	1.06	12.53	3.7	4.24	1.15	1.33	1.43	1.55	0.69	0.86	1.46	0.91	1.15	2.9	8.52	11.75	1.68	2.92	14.72	3.11	7.75	3.41	13.14	1.31	0.49	0.9	1.25	2.09	2.8	0.9	0.94	1.43
FSTL1	120.77	2.16	21.44	205.47	49.65	463.91	82.37	280.42	286.73	79.66	9.07	210.37	95.91	48.63	4.71	400.86	695.4	46.31	14.32	297.75	99.53	85.44	38.62	200.05	16.94	41.97	105.01	65.92	185.35	120.7	131.94	125.72	5.82
LMOD1	4.93	0.14	0.34	6.96	1.18	4.86	6.01	3.41	3.18	6.63	0.38	10.61	2.91	2.95	0.63	2.74	10.26	12.77	3.3	18.92	0.88	2.4	4.32	9.69	1.64	1.92	2.3	8.5	6.64	8.03	11.3	17.46	0
ELF3	69.34	13.33	60.29	33.3	92.94	10.78	36.34	71.28	14.2	13.19	6.86	8.64	40.22	32.99	32.05	8.78	140.23	44.57	128.01	15.8	5.58	45.53	23.52	48.61	24.63	22.19	20.48	27.62	26.06	49.93	8.45	21.71	9.11
PDCL2	0	0.45	0	0	0	0.08	0	0	0.1	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.12	0	0.04	0.13	0	0
TMEM183A	43.08	44.27	18.21	19.15	12.01	19.03	12.65	11.83	15.85	6.68	7.94	13.52	21.55	15.54	12.18	21.89	27.49	15.62	20.86	25.76	11.54	25.04	17.95	43.6	11.67	5.68	9.69	11.4	10.96	26.17	10.51	12.87	11.37
TMEM169	3.22	0.09	2.79	0.5	1.43	0.06	4.35	1.75	0.75	1.75	0.11	1.23	5.16	1.2	0.11	4.44	0.98	0.68	0.17	0.53	0.25	0	0.39	1.55	1.59	1.33	0.81	1.93	1.04	2.13	0.87	0.83	0.53
IGFBP7	798.01	425.43	274.4	1141.78	703.54	357.4	266.38	474.8	198.03	230.94	132.15	563.84	158.97	321.64	300.61	484.84	610.87	625.65	373.24	1153.34	209.92	434.92	779.01	1197.64	354.32	128.93	292.43	289.95	282.83	418.26	373.39	435.96	3.94
TRIM46	0.22	0.09	0.45	0.73	0	1.39	1.12	0.34	0.31	7.15	0.39	0.41	1.45	0.24	0	0.25	3.9	0.26	0.18	0.9	0.46	5.2	1.48	1.71	0.66	5.83	0.28	0.51	0.32	0.55	1.8	1.19	0.53
KRTCAP2	365.66	286.7	144.92	231.72	282.29	102.01	120.53	111.09	106.09	113.01	114.22	133.09	129.02	111.11	194.24	288.88	291.87	290.57	283.07	163.07	85.55	296.75	200.77	268.72	155.74	87.3	96.17	78.36	102.39	240.41	82.59	91.12	148.12
CXCR1	3.21	1.3	0.57	0.47	1.44	0.01	0.11	0.49	0.14	1.04	0.08	0.05	2.52	0.09	31.13	2.72	0	3.63	0.46	0.64	0.33	0	0	0.54	0.02	0.03	0.24	0	0.19	0.17	0.01	0.33	5.18
ARPC2	186.55	204.82	299.75	213.81	204.33	100.12	175.1	120.84	150.46	93	107.78	113.89	165.68	108.89	194.93	355.41	210.3	207.8	232.73	200.89	91.82	297.08	229.7	329.23	79.79	48.32	136.64	123.21	89.87	146.27	115.86	129.92	283.64
TSACC	0	2.78	0	0	1.86	0	0	0.44	0	0.71	0.5	0	0.6	0.09	1.02	0	0	0	0	0	0	1.6	0	0	0.19	0.05	0	0	0.53	0.09	0	0	2.68
CCT3	341.33	77.79	127.77	94.19	153.26	55.59	31.71	54.51	51.13	65.51	33.84	41.58	57.45	41.34	87.49	147.12	150.43	90.36	112.97	136.18	55.17	157.26	103.83	147.9	41.83	29.42	42.16	35.09	52.28	73.03	34.8	35.6	184.4
TMEM79	9.44	0.52	0.88	4.34	2.43	2.1	2.51	1.49	1.25	2.39	0.86	1	10.83	2.02	1.46	0.95	10.49	6.22	7.3	4.37	0.19	8.42	1.52	3.83	1.4	1.18	1.23	3.01	1.24	2.55	1.29	2.23	3
SSR2	608.62	978.8	402.25	464.23	270.28	58.29	62.55	55.78	45.01	58.56	36.56	79.94	63.4	51.33	244.38	491.52	593.09	337.88	394.64	337.71	172.43	432.44	409.87	735.82	76.62	55.51	50.19	50.09	54.26	104.91	54.1	41.25	325.96
RNF25	9.46	6.84	6.89	13.05	11.13	8.39	10.42	8.98	5.13	4.23	5.13	7.36	6.69	10.34	13.07	17.25	45.87	30.66	29.21	16.75	10.07	14.04	5.57	18.62	2.91	3.92	5.38	8.17	4.91	10.82	6.56	10.16	15.14
STK36	12.65	0.95	5.18	4.77	13.97	32.97	70.76	24.14	45.54	29.46	17.39	17.48	67.44	47.13	1.47	7.48	56.19	11.87	35.07	18.5	1.39	15.22	2.89	16.15	12.56	10.53	31.37	28.47	41.01	44.75	27.21	33.36	8.12
ADORA1	23.93	1.33	5.64	11.77	10.59	0.05	0.16	1.75	0.04	1.07	0.07	0.34	0.11	0.06	6.97	1.78	0	7.87	3.05	1.34	2.23	17.77	12.28	3.62	0.06	0.01	0.05	0.21	0.33	0.22	0.23	0.83	0
NEK10	0.2	0.6	2.03	0	0.47	0.68	4.74	2.78	5.92	0.4	1.03	0.49	4.23	3.02	0	0	1.84	0.23	0	0	0.29	0.3	0	0.46	0.71	2.18	0.87	0.9	0.93	1.44	1.13	1.79	0
CCDC141	0.27	0	0.52	0	0	2.19	7.1	2.52	2.94	1.16	8.51	7.84	27.61	3.01	0	0	0.79	0.24	0.17	1.71	0	0.13	0.28	0	0.61	3.7	1.76	2.6	1.43	3.7	4.96	1.39	0.1
FEV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYBA2	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IHH	0	0	0.49	0.3	0.23	0	0.1	0.02	1.36	0	0	0	0	0.02	0.96	1.04	3.74	0	0.29	0	0.42	0	0	0	0.39	0	0.13	0.32	0.12	0.13	0.03	0.04	0
KIAA1524	1.84	1.3	1.54	1.83	2.03	6.68	2.79	2.34	4.73	1.54	2.05	1.74	2.61	1.86	1.38	4.48	4.45	1.16	1.27	3.01	0.58	1.82	2.3	3.67	1.71	1.16	1.55	1.99	2.78	4.95	2.64	1.77	3.5
EOMES	1.73	0.17	12.63	0	0.66	0.6	6.7	0.71	2.12	0.45	2.66	1.51	18.28	0.11	2.15	3.23	3.92	1.06	7.06	0.79	0.12	0.78	8.41	1.33	0.34	1.83	0.67	1.7	0.34	2.6	0.82	1.04	1.45
CWC22	10.36	1.39	8.98	7.48	4.77	13.7	12.14	8.15	8.91	5.78	4.68	10.03	9.46	13.24	4.23	6.17	13.93	3.89	4.58	11.83	4.3	8.9	5.31	8.28	6.04	2.86	6.7	7.69	7.56	19.56	6.99	7.05	7.93
